,score_phrase,title,url,platform,score,genre,editors_choice,release_year,release_month,release_day
4811,Mediocre,Dynasty Warriors: Gundam 2,/games/dynasty-warriors-gundam-2/xbox-360-14276931,Xbox 360,5.6,Action,N,2009,4,24
4812,Bad,Family Pirate Party,/games/family-pirate-party/wii-14325800,Wii,4.5,Party,N,2009,5,11
4813,Okay,Real Soccer 2009,/games/real-soccer-2009/dsi-14337306,Nintendo DSi,6.8,Sports,N,2009,5,11
4814,Great,Puzzle Quest: Galactrix,/games/puzzle-quest-galactrix/ps3-14316493,PlayStation 3,8.5,Puzzle,Y,2009,5,11
4815,Mediocre,Star Trek,/games/star-trek/iphone-14348136,iPhone,5.9,Action,N,2009,5,8
4816,Good,Dig Dug Remix,/games/dig-dug-remix/iphone-14348276,iPhone,7.3,Action,N,2009,5,8
4817,Good,Terminator Salvation,/games/terminator-salvation/iphone-14328612,iPhone,7,Action,N,2009,5,8
4818,Good,Neverwinter Nights 2 Adventure Pack: Mysteries of Westgate,/games/neverwinter-nights-2-adventure-pack-mysteries-of-westgate/pc-14212907,PC,7,RPG,N,2009,5,8
4819,Mediocre,Velvet Assassin,/games/velvet-assassin/pc-608113,PC,5,Action,N,2009,5,7
4820,Mediocre,X-Men Origins: Wolverine,/games/x-men-origins-wolverine/nds-14267361,Nintendo DS,5,Action,N,2009,5,7
4821,Great,Top Gun,/games/top-gun/iphone-14334399,iPhone,8.2,Action,N,2009,5,7
4822,Good,Arkanoid Live,/games/arkanoid-live/xbox-360-14288386,Xbox 360,7.4,"Puzzle, Action",N,2009,5,7
4823,Great,New Play Control! Donkey Kong Jungle Beat,/games/donkey-kong-jungle-beat/wii-14286426,Wii,8.4,Strategy,N,2009,5,6
4824,Okay,Puzzle Kingdoms,/games/puzzle-kingdoms/nds-14270463,Nintendo DS,6.3,Puzzle,N,2009,5,19
4825,Good,Battlestations: Pacific,/games/battlestations-pacific/pc-897208,PC,7.7,"Action, Simulation",N,2009,5,19
4826,Bad,Galaxy Force II,/games/galaxy-force-ii/gen-488912,Genesis,4,Action,N,2009,5,19
4827,Good,UFC Undisputed 2009,/games/ufc-undisputed-2009/ps3-876981,PlayStation 3,7.6,"Fighting, Simulation",N,2009,5,19
4828,Good,Magician's Quest: Mysterious Times,/games/magicians-quest-mysterious-times/nds-14275431,Nintendo DS,7.5,Adventure,N,2009,5,19
4829,Okay,Terminator Salvation,/games/terminator-salvation/ps3-14219356,PlayStation 3,6.3,Shooter,N,2009,5,19
4830,Good,UFC Undisputed 2009,/games/ufc-undisputed-2009/xbox-360-876973,Xbox 360,7.6,Fighting,N,2009,5,19
4831,Good,Battlestations: Pacific,/games/battlestations-pacific/xbox-360-897209,Xbox 360,7.7,"Action, Simulation",N,2009,5,19
4832,Good,Boulder Dash,/games/boulder-dash/iphone-14334092,iPhone,7.4,"Puzzle, Action",N,2009,5,18
4833,Great,Art Style: Pictobits,/games/art-style-pictobits/dsi-14317294,Nintendo DSi,8.5,Puzzle,Y,2009,5,18
4834,Mediocre,Silver Star Chess,/games/silver-star-chess/wii-14330093,Wii,5.5,Board,N,2009,5,18
4835,Great,Bionic Commando,/games/bionic-commando/xbox-360-14211211,Xbox 360,8,Action,N,2009,5,18
4836,Great,Bionic Commando,/games/bionic-commando/ps3-14211212,PlayStation 3,8,Action,N,2009,5,18
4837,Mediocre,Indiana Jones and the Staff of Kings,/games/indiana-jones/wii-14316971,Wii,5,Adventure,N,2009,6,12
4838,Great,Mighty Flip Champs,/games/mighty-flip-champs/dsi-14328286,Nintendo DSi,8.5,Action,Y,2009,6,12
4839,Good,Alien Shooter: Revisited,/games/alien-shooter-revisited/pc-880,PC,7,Shooter,N,2009,6,11
4840,Great,Gunstar Heroes,/games/gunstar-heroes/ps3-14307834,PlayStation 3,8,Action,N,2009,6,11
4841,Mediocre,Texas Hold 'em Tournament,/games/texas-hold-em-tournament/wii-14318781,Wii,5.1,Card,N,2009,6,8
4842,Great,Ghostbusters: The Video Game,/games/ghostbusters-2009/ps3-14218851,PlayStation 3,8,Action,N,2009,6,8
4843,Great,Grand Slam Tennis,/games/grand-slam-tennis/wii-14275416,Wii,8.5,Sports,Y,2009,6,8
4844,Okay,Rollercoaster Rush,/games/3d-rollercoaster-rush/iphone-14353497,iPhone,6.5,Action,N,2009,6,8
4845,Mediocre,Crystal Defenders R2,/games/crystal-defenders-r2/wii-14323025,Wii,5.8,Strategy,N,2009,5,18
4846,Amazing,The Legend of Zelda: Majora's Mask,/games/the-legend-of-zelda-majoras-mask/wii-14334798,Wii,9.5,"Action, Adventure",Y,2009,5,18
4847,Amazing,Left 4 Dead (Game of the Year Edition),/games/left-4-dead/xbox-360-14322220,Xbox 360,9,Shooter,Y,2009,5,15
4848,Great,Zen Pinball [2009],/games/zen-pinball-1/ps3-14322197,PlayStation 3,8.1,Pinball,N,2009,5,15
4849,Great,Punch-Out!!,/games/punch-out-2009/wii-14266716,Wii,8.8,Sports,Y,2009,5,15
4850,Good,Raiden Fighters Aces,/games/raiden-fighters-aces/xbox-360-14227827,Xbox 360,7.3,Shooter,N,2009,5,14
4851,Great,Swords & Soldiers,/games/swords-and-soldiers/wii-14274340,Wii,8.7,Strategy,Y,2009,5,14
4852,Great,"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees",/games/wallace-and-gromits-grand-adventures-episode-1-fright-of-the-bumblebees/xbox-360-14330730,Xbox 360,8,Adventure,N,2009,5,26
4853,Good,Adventure Island: The Beginning,/games/adventure-island-the-beginning/wii-14329261,Wii,7,Platformer,N,2009,5,26
4854,Mediocre,Helldorado,/games/helldorado/pc-943743,PC,5.7,Strategy,N,2009,5,26
4855,Good,EA Sports Active,/games/ea-sports-active/wii-14298310,Wii,7.8,Sports,N,2009,5,26
4856,Amazing,Zenonia,/games/zenonia/iphone-14337223,iPhone,9,RPG,Y,2009,5,26
4857,Bad,Shinobi [1987],/games/shinobi-1987/xbox-360-14348806,Xbox 360,4,Action,N,2009,6,11
4858,Amazing,Firemint Real Racing,/games/real-racing-hd-138944/iphone-14322786,iPhone,9,Racing,Y,2009,6,11
4859,Great,Sonic the Hedgehog 3,/games/sonic-the-hedgehog-3/xbox-360-14307831,Xbox 360,8,Platformer,N,2009,6,11
4860,Good,Heavy Weapon: Atomic Tank,/games/heavy-weapon-deluxe/ps3-14318918,PlayStation 3,7.3,Action,N,2009,6,11
4861,Great,Bomberman Ultra,/games/bomberman-ultra/ps3-775490,PlayStation 3,8,Action,N,2009,6,11
4862,Great,The Sims 3 (Collector's Edition),/games/the-sims-3/pc-14275417,PC,8.9,Simulation,Y,2009,6,10
4863,Great,Gunstar Heroes,/games/gunstar-heroes/xbox-360-14307835,Xbox 360,8,Action,N,2009,6,10
4864,Mediocre,Altered Beast,/games/altered-beast/xbox-360-14335590,Xbox 360,5.3,Action,N,2009,6,10
4865,Okay,Comix Zone,/games/comix-zone/xbox-360-14307838,Xbox 360,6,Action,N,2009,6,10
4866,Amazing,Star Defense,/games/star-defense/iphone-14336251,iPhone,9,Strategy,Y,2009,6,8
4867,Okay,Terminator Salvation,/games/terminator-salvation/pc-14219354,PC,6.3,Shooter,N,2009,6,8
4868,Great,Ghostbusters: The Video Game,/games/ghostbusters-2009/xbox-360-14218846,Xbox 360,8,Action,N,2009,6,8
4869,Okay,Fish'em All,/games/fishem-all/wii-14338857,Wii,6,Hunting,N,2009,6,8
4870,Great,Prey Invasion,/games/prey-invasion/iphone-14321595,iPhone,8,Shooter,N,2009,6,7
4871,Mediocre,Fuel,/games/fuel/xbox-360-14275015,Xbox 360,5.1,"Racing, Action",N,2009,6,2
4872,Mediocre,Fuel,/games/fuel/ps3-14275017,PlayStation 3,5.1,Racing,N,2009,6,2
4873,Great,Knights in the Nightmare,/games/knights-in-the-nightmare/nds-14235020,Nintendo DS,8.8,"Strategy, RPG",Y,2009,6,1
4874,Great,The Sims 3,/games/the-sims-3/iphone-14319982,iPhone,8.5,Simulation,Y,2009,6,1
4875,Good,Night at the Museum: Battle of the Smithsonian -- The Video Game,/games/night-at-the-museum-battle-of-the-smithsonian-the-video-game/xbox-360-14296761,Xbox 360,7.5,Adventure,N,2009,5,13
4876,Great,DCS: Black Shark,/games/dcs-black-shark/pc-14311844,PC,8,"Flight, Simulation",N,2009,5,13
4877,Okay,Star Trek: D-A-C,/games/star-trek-d-a-c/xbox-360-14328718,Xbox 360,6.1,Shooter,N,2009,5,13
4878,Great,Crystal Defenders: Vanguard Storm,/games/crystal-defenders-vanguard-storm/iphone-14349410,iPhone,8,RPG,N,2009,5,13
4879,Okay,Sacred 2: Fallen Angel,/games/sacred-2-fallen-angel/ps3-14262640,PlayStation 3,6.5,RPG,N,2009,5,13
4880,Great,Mario vs. Donkey Kong: Minis March Again!,/games/mario-vs-donkey-kong-minis-march-again/dsi-14354718,Nintendo DSi,8.6,Action,N,2009,6,16
4881,Okay,Let's Catch,/games/lets-catch/wii-14286506,Wii,6.5,Party,N,2009,6,16
4882,Good,Alien Shooter 2: Reloaded,/games/alien-shooter-2-reloaded/pc-881,PC,7.5,"Action, RPG",N,2009,6,15
4883,Good,Ghostbusters: The Video Game,/games/ghostbusters-2009/pc-14218854,PC,7.6,Action,N,2009,6,15
4884,Okay,Rainbow Islands: Towering Adventure,/games/rainbow-islands-towering-adventure/wii-14326097,Wii,6,"Action, Adventure",N,2009,6,15
4885,Good,Personal Trainer: Walking,/games/personal-trainer-walking/nds-14286564,Nintendo DS,7,Productivity,N,2009,5,26
4886,Awful,Tunnel Rats (Replay Studios Version),/games/tunnel-rats-replay-studios-version/pc-14351107,PC,3.8,Shooter,N,2009,5,22
4887,Good,Guilty Gear XX Accent Core Plus,/games/guilty-gear-xx-accent-core-plus/wii-14317791,Wii,7,Fighting,N,2009,5,22
4888,Great,Rock Band Unplugged,/games/rock-band-unplugged/psp-14324828,PlayStation Portable,8.2,Music,N,2009,5,22
4889,Great,Toki Tori,/games/toki-tori/iphone-14321503,iPhone,8.5,"Puzzle, Adventure",Y,2009,5,22
4890,Amazing,Left 4 Dead (Game of the Year Edition),/games/left-4-dead/pc-14322218,PC,9,Shooter,Y,2009,5,21
4891,Great,Kaloki Adventure,/games/kaloki-adventure/iphone-14341312,iPhone,8,Strategy,N,2009,5,21
4892,Okay,Sonic the Hedgehog [1991],/games/sonic-the-hedgehog-1/iphone-14307841,iPhone,6,Platformer,N,2009,5,21
4893,Mediocre,Blazing Birds,/games/blazing-birds/xbox-360-956535,Xbox 360,5.1,"Sports, Action",N,2009,5,21
4894,Good,Prototype,/games/prototype/pc-956075,PC,7.5,Action,N,2009,6,10
4895,Good,Prototype,/games/prototype/ps3-950253,PlayStation 3,7.5,Action,N,2009,6,10
4896,Amazing,Tiger Woods PGA Tour 10,/games/tiger-woods-pga-tour-10/wii-14322329,Wii,9,Sports,Y,2009,6,9
4897,Great,Wolfenstein 3-D,/games/wolfenstein-3-d/xbox-360-14334455,Xbox 360,8,Shooter,N,2009,6,9
4898,Great,Tiger Woods PGA Tour 10,/games/tiger-woods-pga-tour-10/ps3-14322325,PlayStation 3,8.3,Sports,N,2009,6,9
4899,Great,Tiger Woods PGA Tour 10,/games/tiger-woods-pga-tour-10/xbox-360-14322327,Xbox 360,8.3,Sports,N,2009,6,9
4900,Good,Prototype,/games/prototype/xbox-360-950254,Xbox 360,7.5,Action,N,2009,6,9
4901,Amazing,Tiger Woods PGA Tour 10 (Game & Wii MotionPlus),/games/tiger-woods-pga-tour-10/wii-14352132,Wii,9,Sports,Y,2009,6,9
4902,Great,Bubble Bobble Plus,/games/bubble-bobble-plus/wii-14315756,Wii,8,Puzzle,Y,2009,6,9
4903,Great,The Sims 3,/games/the-sims-3/pc-802129,PC,8.9,Simulation,Y,2009,6,1
4904,Good,Hasbro Family Game Night: Boggle,/games/hasbro-family-game-night-boggle/xbox-360-14309430,Xbox 360,7,Board,N,2009,5,29
4905,Painful,Damnation,/games/damnation/ps3-14239397,PlayStation 3,2.5,Shooter,N,2009,5,29
4906,Awful,Cross Edge,/games/cross-edge/ps3-14252543,PlayStation 3,3.5,RPG,N,2009,5,29
4907,Painful,Damnation,/games/damnation/xbox-360-14239398,Xbox 360,2.5,Shooter,N,2009,5,29
4908,Great,Space Ace,/games/space-ace-14353427/iphone-14353426,iPhone,8,Action,N,2009,5,28
4909,Great,Red Faction: Guerrilla,/games/red-faction-guerrilla/xbox-360-882491,Xbox 360,8,Shooter,N,2009,5,28
4910,Good,Defender Chronicles: Legend of the Desert King,/games/defender-chronicles-legend-of-the-desert-king-134753/iphone-14345563,iPhone,7.2,Strategy,N,2009,6,15
4911,Mediocre,Eduardo the Samurai Toaster,/games/eduardo-the-samurai-toaster/wii-14309076,Wii,5.7,Platformer,N,2009,6,15
4912,Mediocre,Naruto Shippuden: Ninja Council 4,/games/naruto-shippuden-ninja-council-4/nds-801747,Nintendo DS,5.5,"Action, Adventure",N,2009,6,15
4913,Mediocre,Class of Heroes,/games/class-of-heroes/psp-14242616,PlayStation Portable,5.1,RPG,N,2009,6,15
4914,Okay,Mario Calculator,/games/mario-calculator/dsi-14324070,Nintendo DSi,6,Productivity,N,2009,6,15
4915,Awful,Mario Clock,/games/mario-clock/dsi-14333203,Nintendo DSi,3,Productivity,N,2009,6,15
4916,Great,CellFactor: Psychokinetic Wars,/games/cellfactor-psychokinetic-wars/ps3-14307563,PlayStation 3,8,Shooter,N,2009,6,15
4917,Painful,Damnation,/games/damnation/pc-14239395,PC,2.5,Shooter,N,2009,6,15
4918,Mediocre,DJ Mix Tour,/games/dj-mix-tour/iphone-14354962,iPhone,5,Music,N,2009,6,15
4919,Okay,NecroVisioN,/games/necrovision/pc-802866,PC,6.9,Shooter,N,2009,5,20
4920,Bad,DT Carnage,/games/dt-carnage/psp-14268620,PlayStation Portable,4,Racing,N,2009,5,20
4921,Okay,Texas Cheat 'Em,/games/texas-cheat-em/ps3-14310453,PlayStation 3,6.9,Card,N,2009,5,20
4922,Good,Gel: Set & Match,/games/gel-set-match/xbox-360-14311920,Xbox 360,7.6,Puzzle,N,2009,5,20
4923,Good,Killing Floor,/games/killing-floor/pc-14332468,PC,7.5,Shooter,N,2009,5,20
4924,Okay,Night at the Museum: Battle of the Smithsonian -- The Video Game,/games/night-at-the-museum-battle-of-the-smithsonian-the-video-game/nds-14330616,Nintendo DS,6.2,Adventure,N,2009,5,19
4925,Great,Deer Hunter 3D,/games/deer-hunter-3d/iphone-14347943,iPhone,8,Hunting,N,2009,5,19
4926,Bad,Galaxy Force II,/games/galaxy-force-ii/wii-14348985,Wii,4,Shooter,N,2009,5,19
4927,Great,Boom Blox Bash Party,/games/boom-blox-bash-party/wii-14300885,Wii,8.5,"Puzzle, Action",Y,2009,5,19
4928,Awful,Photo Clock,/games/photo-clock/dsi-14317289,Nintendo DSi,3,Productivity,N,2009,6,9
4929,Okay,Restaurant Empire 2,/games/restaurant-empire-2/pc-14312691,PC,6.9,Simulation,N,2009,6,9
4930,Great,The Legendary Starfy,/games/the-legendary-starfy/nds-14256698,Nintendo DS,8.9,Platformer,Y,2009,6,9
4931,Great,Red Faction: Guerrilla,/games/red-faction-guerrilla/ps3-14235419,PlayStation 3,8,Shooter,N,2009,5,28
4932,Good,Yosumin Live,/games/yosumin-live/xbox-360-14309121,Xbox 360,7.1,Puzzle,N,2009,5,27
4933,Good,iBomber,/games/gobomber/iphone-14346275,iPhone,7.5,Action,N,2009,5,27
4934,Great,Crimson Gem Saga,/games/crimson-gem-saga/psp-14265350,PlayStation Portable,8.4,RPG,N,2009,5,27
4935,Great,"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees",/games/wallace-and-gromits-grand-adventures-episode-1-fright-of-the-bumblebees/xbox-360-14330730,Xbox 360,8,Adventure,N,2009,5,26
4936,Great,Knights Onrush,/games/knights-onrush/iphone-14355270,iPhone,8.5,Strategy,Y,2009,6,15
4937,Great,Wolfenstein 3-D,/games/wolfenstein-3-d/ps3-14334456,PlayStation 3,8,Shooter,N,2009,6,15
4938,Great,Sherlock Holmes Versus Jack the Ripper,/games/sherlock-holmes-versus-jack-the-ripper/pc-14302444,PC,8,Adventure,N,2009,6,12
4939,Okay,Steal Princess,/games/steal-princess-141882/nds-14211085,Nintendo DS,6.7,"Puzzle, Adventure",N,2009,6,12
4940,Bad,Delta Force: Xtreme 2,/games/delta-force-xtreme-2/pc-855618,PC,4.8,Shooter,N,2009,6,12
4941,Good,Ghostbusters: The Video Game,/games/ghostbusters-2009/wii-14218855,Wii,7.8,Action,N,2009,6,12
4942,Okay,Virtua Tennis 2009,/games/virtua-tennis-2009/xbox-360-14320740,Xbox 360,6,Sports,N,2009,6,12
4943,Great,CellFactor: Psychokinetic Wars,/games/cellfactor-psychokinetic-wars/xbox-360-846509,Xbox 360,8,Shooter,N,2009,6,12
4944,Good,Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,/games/shin-megami-tensei-devil-summoner-2-raidou-kuzunoha-vs-king-abaddon/ps2-14273067,PlayStation 2,7.5,RPG,N,2009,5,19
4945,Okay,Terminator Salvation,/games/terminator-salvation/xbox-360-14219352,Xbox 360,6.3,Shooter,N,2009,5,19
4946,Good,Trash Panic,/games/trash-panic/ps3-14288461,PlayStation 3,7,Puzzle,N,2009,6,12
4947,Good,Puzzle Kingdoms,/games/puzzle-kingdoms/wii-14270462,Wii,7,Puzzle,N,2009,6,12
4948,Okay,Virtua Tennis 2009,/games/virtua-tennis-2009/ps3-14320739,PlayStation 3,6,Sports,N,2009,6,12
4949,Good,Boulder Dash,/games/boulder-dash/wii-14283459,Wii,7,"Puzzle, Action",N,2009,6,23
4950,Good,Spore: Galactic Adventures,/games/spore-galactic-adventures/pc-14289835,PC,7.7,Simulation,N,2009,6,23
4951,Great,Fight Night Round 4,/games/fight-night-round-4/xbox-360-14235163,Xbox 360,8.8,Sports,Y,2009,6,23
4952,Great,Fight Night Round 4,/games/fight-night-round-4/ps3-14252467,PlayStation 3,8.8,Sports,Y,2009,6,23
4953,Good,Droplitz,/games/droplitz/xbox-360-14265712,Xbox 360,7.5,Puzzle,N,2009,6,22
4954,Great,NEVES Plus,/games/neves-plus/wii-14331949,Wii,8,Puzzle,N,2009,6,22
4955,Good,Art Style: Boxlife,/games/art-style-boxlife/dsi-14324068,Nintendo DSi,7.8,"Puzzle, Action",N,2009,6,22
4956,Good,Jake Hunter Detective Story: Memories of the Past,/games/jake-hunter-detective-story-memories-of-the-past/nds-14241082,Nintendo DS,7.9,Adventure,N,2009,6,19
4957,Bad,Golden Axe,/games/golden-axe/iphone-2512,iPhone,4,Action,N,2009,6,19
4958,Okay,Rock Band Track Pack: Classic Rock,/games/rock-band-track-pack-classic-rock/ps3-14327524,PlayStation 3,6.5,Music,N,2009,6,19
4959,Great,Space Harrier,/games/space-harrier/arcade-14952,Arcade,8,Shooter,Y,2009,6,24
4960,Great,Fallout 3 -- Point Lookout,/games/fallout-3-dlc-point-lookout/pc-14350983,PC,8.5,"Action, RPG",Y,2009,6,24
4961,Mediocre,"Flower, Sun, and Rain",/games/flower-sun-and-rain/nds-14221613,Nintendo DS,5.5,Adventure,N,2009,6,24
4962,Great,Fallout 3 -- Point Lookout,/games/fallout-3-dlc-point-lookout/xbox-360-14350982,Xbox 360,8.5,"Action, RPG",Y,2009,6,24
4963,Good,Yosumin!,/games/yosumin-14318779/pc-14318778,PC,7.1,Puzzle,N,2009,6,22
4964,Bad,ClayFighter [1994],/games/clayfighter/wii-14248834,Wii,4,Fighting,N,2009,6,22
4965,Awful,American Popstar: Road to Celebrity,/games/american-popstar/dsi-14339750,Nintendo DSi,3.8,Music,N,2009,6,22
4966,Awful,Family Mini Golf,/games/family-mini-golf/wii-14352287,Wii,3.5,Sports,N,2009,6,22
4967,Good,Magic: The Gathering -- Duels of the Planeswalkers,/games/magic-the-gathering-duels-of-the-planeswalkers/xbox-360-14236280,Xbox 360,7.8,"Card, Battle",N,2009,6,22
4968,Good,"Wallace & Gromit's Grand Adventures, Episode 3: Muzzled!",/games/wallace-and-gromits-grand-adventures-episode-3-muzzled/pc-14330734,PC,7.1,Adventure,N,2009,6,22
4969,Great,The Conduit,/games/the-conduit/wii-14248157,Wii,8.6,Shooter,Y,2009,6,22
4970,Okay,Ghostbusters: The Video Game,/games/ghostbusters-2009/nds-14219088,Nintendo DS,6.5,Action,N,2009,6,22
4971,Good,Droplitz,/games/droplitz/ps3-14265727,PlayStation 3,7.5,Puzzle,N,2009,6,22
4972,Mediocre,Rock Band Track Pack: Classic Rock,/games/rock-band-track-pack-classic-rock/ps2-14327523,PlayStation 2,5,Music,N,2009,6,19
4973,Great,Musaic Box,/games/musaic-box/pc-14333881,PC,8,Other,N,2009,6,18
4974,Bad,Desktop Tower Defense,/games/desktop-tower-defense/nds-14323990,Nintendo DS,4,Strategy,N,2009,6,18
4975,Good,Virtua Tennis 2009,/games/virtua-tennis-2009/wii-14322714,Wii,7.8,Sports,N,2009,6,18
4976,Great,3D Rollercoaster Rush,/games/3d-rollercoaster-rush/iphone-1075,iPhone,8,Puzzle,N,2009,6,18
4977,Okay,Guitar Hero Smash Hits,/games/guitar-hero-smash-hits/ps2-14327040,PlayStation 2,6.3,"Music, Compilation",N,2009,6,18
4978,Bad,Puzzle City,/games/puzzle-city/nds-14346818,Nintendo DS,4.8,Puzzle,N,2009,6,18
4979,Good,Still Life 2,/games/still-life-2/pc-14222935,PC,7.5,Adventure,N,2009,6,17
4980,Good,Guitar Hero Smash Hits,/games/guitar-hero-smash-hits/wii-14322308,Wii,7,"Music, Compilation",N,2009,6,17
4981,Okay,Overlord II,/games/overlord-ii/ps3-14273773,PlayStation 3,6,Adventure,N,2009,6,24
4982,Good,MySims Racing,/games/mysims-racing/wii-14309861,Wii,7,Racing,N,2009,6,24
4983,Great,Yu-Gi-Oh! 5D's Stardust Accelerator World Championship 2009,/games/yu-gi-oh-5ds-stardust-accelerator-world-championship-2009/nds-14306911,Nintendo DS,8,"Card, Battle",N,2009,6,24
4984,Okay,Overlord II,/games/overlord-ii/xbox-360-14273774,Xbox 360,6,Adventure,N,2009,6,24
4985,Awful,Rolling Stone: Drum King,/games/rolling-stone-drum-king/wii-14307700,Wii,3,Music,N,2009,6,24
4986,Okay,Dynasty Warriors 6: Empires,/games/dynasty-warriors-6-empires/xbox-360-14288422,Xbox 360,6.7,Strategy,N,2009,6,24
4987,Good,Transformers: Revenge of the Fallen -- Decepticons,/games/transformers-revenge-of-the-fallen/nds-14320795,Nintendo DS,7,Action,N,2009,6,24
4988,Good,Railworks,/games/railworks/pc-14342580,PC,7,Simulation,N,2009,6,22
4989,Bad,ClayFighter,/games/clayfighter/gen-9146,Genesis,4,Fighting,N,2009,6,22
4990,Great,Monster Hunter Freedom Unite,/games/monster-hunter-freedom-unite/psp-964982,PlayStation Portable,8,Adventure,N,2009,6,22
4991,Okay,Rock Band Track Pack: Classic Rock,/games/rock-band-track-pack-classic-rock/xbox-360-14327525,Xbox 360,6.5,Music,N,2009,6,19
4992,Mediocre,Tiger Woods PGA Tour 10,/games/tiger-woods-pga-tour-10/ps2-14322323,PlayStation 2,5,Sports,N,2009,6,19
4993,Mediocre,Rock Band Track Pack: Classic Rock,/games/rock-band-track-pack-classic-rock/wii-14327526,Wii,5,Music,N,2009,6,19
4994,Bad,Mad Dog McCree: Gunslinger Pack,/games/mad-dog-ii-the-lost-gold/wii-14351109,Wii,4.5,Compilation,N,2009,6,19
4995,Okay,Secret Agent Clank,/games/secret-agent-clank/ps2-14331062,PlayStation 2,6,Action,N,2009,6,19
4996,Good,LEGO Battles,/games/lego-battles/nds-14320297,Nintendo DS,7,Strategy,N,2009,6,19
4997,Great,Tiger Woods PGA Tour 10,/games/tiger-woods-pga-tour-10/psp-14322322,PlayStation Portable,8.1,Sports,N,2009,6,17
4998,Good,Guitar Hero Smash Hits,/games/guitar-hero-smash-hits/xbox-360-14322307,Xbox 360,7,"Music, Compilation",N,2009,6,17
4999,Okay,Sam & Max Save the World,/games/sam-and-max-season-one/xbox-360-14325527,Xbox 360,6.9,"Adventure, Compilation",N,2009,6,17
5000,Good,Guitar Hero Smash Hits,/games/guitar-hero-smash-hits/ps3-14322306,PlayStation 3,7,"Music, Compilation",N,2009,6,17
5001,Great,Final Fantasy IV: The After Years,/games/final-fantasy-iv-the-after-return-to-the-moon/wii-14325764,Wii,8,RPG,N,2009,6,17
5002,Mediocre,Elite Forces: Unit 77,/games/elite-forces-unit-77/nds-14248062,Nintendo DS,5.2,Strategy,N,2009,6,17
5003,Okay,The Humans,/games/the-humans/pc-14267700,PC,6.5,Platformer,N,2009,6,16
5004,Bad,Ghostbusters [2009 Mobile Game],/games/ghostbusters-mobile/iphone-14335423,iPhone,4.5,Action,N,2009,6,16
5005,Great,Rocket Riot,/games/rocket-riot/xbox-360-14213868,Xbox 360,8.5,Action,Y,2009,6,16
5006,Bad,Transformers: Revenge of the Fallen,/games/transformers-revenge-of-the-fallen/ps2-14267357,PlayStation 2,4.2,Action,N,2009,6,24
5007,Okay,Dynasty Warriors 6: Empires,/games/dynasty-warriors-6-empires/ps3-14284091,PlayStation 3,6.8,Strategy,N,2009,6,24
5008,Good,Castle of Magic,/games/castle-of-magic/iphone-14354959,iPhone,7.2,Action,N,2009,6,24
5009,Great,Space Harrier (Arcade),/games/space-harrier/wii-14333940,Wii,8,Shooter,Y,2009,6,24
5010,Bad,Transformers: Revenge of the Fallen,/games/transformers-revenge-of-the-fallen/wii-14267354,Wii,4.2,Action,N,2009,6,24
5011,Mediocre,Up,/games/up/ps2-14305502,PlayStation 2,5.8,Adventure,N,2009,6,24
5012,Okay,Transformers: Revenge of the Fallen,/games/transformers-revenge-of-the-fallen/ps3-14267356,PlayStation 3,6,Action,N,2009,6,23
5013,Good,Ghostbusters: The Video Game,/games/ghostbusters-2009/ps2-14218853,PlayStation 2,7.1,Action,N,2009,6,16
5014,Good,Light of Altair,/games/light-of-altair/pc-14270217,PC,7,Simulation,N,2009,6,16
5015,Good,Guitar Hero On Tour: Modern Hits,/games/guitar-hero-on-tour-modern-hits/nds-14322258,Nintendo DS,7.8,Music,N,2009,6,16
5016,Great,California Gold Rush,/games/california-gold-rush/iphone-14346390,iPhone,8,Puzzle,N,2009,6,16
5017,Good,Up,/games/up/xbox-360-14327830,Xbox 360,7,Adventure,N,2009,6,23
5018,Okay,Transformers: Revenge of the Fallen,/games/transformers-revenge-of-the-fallen/pc-14267348,PC,6,Action,N,2009,6,23
5019,Great,Pangya: Fantasy Golf,/games/pangya-fantasy-golf/psp-14214468,PlayStation Portable,8,Sports,N,2009,6,23
5020,Mediocre,Mass Effect Galaxy,/games/mass-effect-galaxy/iphone-14345195,iPhone,5,Shooter,N,2009,6,23
5021,Okay,Transformers: Revenge of the Fallen,/games/transformers-revenge-of-the-fallen/xbox-360-14267350,Xbox 360,6,Action,N,2009,6,23
5022,Good,Up,/games/up/ps3-14327829,PlayStation 3,7,Adventure,N,2009,6,23
5023,Good,Overlord: Dark Legend,/games/overlord-dark-legend/wii-14273777,Wii,7.5,Adventure,N,2009,6,23
5024,Good,Harry Potter and the Half-Blood Prince,/games/harry-potter-and-the-half-blood-prince/ps3-14248951,PlayStation 3,7.7,Action,N,2009,6,30
5025,Mediocre,Silver Star Reversi,/games/silver-star-reversi/wii-14335634,Wii,5,Action,N,2009,6,30
5026,Okay,Water Warfare,/games/water-warfare-144314/wii-14332930,Wii,6.9,Shooter,N,2009,6,30
5027,Good,Harry Potter and the Half-Blood Prince,/games/harry-potter-and-the-half-blood-prince/wii-14248950,Wii,7.7,Action,N,2009,6,30
